fecha,id_sku,categoria,volumen_litros,formato_envase,cantidad_vendida_total,stock_apertura,ingresos_almacen,stock_disponible_cierre,stock_minimo,precio_unitario_promedio,descuento_total,porcentaje_descuento_promedio,inversion_ads_total,clics_total,impresiones_total,conversiones_total,temperatura_promedio_celsius,temperatura_maxima_celsius,humedad_porcentaje,precipitacion_mm,alerta_ola_calor,numero_dia_semana,mes,trimestre,es_fin_de_semana,es_feriado,es_quincena,es_fin_mes,temporada,ventas_lag1,ventas_lag7,ventas_roll7,ads_lag1,ads_lag3,riesgo_demanda_censurada,fecha_creacion,fecha_modificacion,usuario_modificacion
2024-03-30,SKU_1L,Personal,1.0,Botella,212,584,435,372,180,2.0,0.0,0.0,0.0,0,0,0,25.3,30.2,80.3,0.0,True,6,3,1,True,False,True,False,Verano,178,187,199.14,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-03-31,SKU_1L,Personal,1.0,Botella,239,372,0,133,180,2.0,0.0,0.0,0.0,0,0,0,26.4,30.9,71.0,0.0,True,7,3,1,True,False,True,True,Verano,212,191,206.0,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-01,SKU_1L,Personal,1.0,Botella,179,560,427,381,180,2.0,0.0,0.0,31.05,414,23409,18,25.1,30.0,78.7,0.0,True,1,4,2,False,False,False,False,Intermedia,239,230,198.71,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-02,SKU_1L,Personal,1.0,Botella,110,381,0,271,180,2.0,0.0,0.0,51.85,812,47859,25,24.5,27.7,70.1,0.0,False,2,4,2,False,False,False,False,Intermedia,179,174,189.57,31.05,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-03,SKU_1L,Personal,1.0,Botella,117,271,0,154,180,2.0,0.0,0.0,42.08,610,37603,25,26.5,30.9,72.1,0.0,True,3,4,2,False,False,False,False,Intermedia,110,199,177.86,51.85,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-04,SKU_1L,Personal,1.0,Botella,166,682,528,516,180,2.0,0.0,0.0,95.41,1154,70804,25,26.3,29.1,65.8,0.0,True,4,4,2,False,False,False,False,Intermedia,117,210,171.57,42.08,31.05,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-05,SKU_1L,Personal,1.0,Botella,160,516,0,356,180,2.0,0.0,0.0,197.67,1987,128485,87,27.1,31.1,66.9,0.0,True,5,4,2,False,False,False,False,Intermedia,166,178,169.0,95.41,51.85,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-06,SKU_1L,Personal,1.0,Botella,158,356,0,198,180,2.0,0.0,0.0,58.5,737,29766,18,26.7,31.2,79.9,0.0,True,6,4,2,True,False,False,False,Intermedia,160,212,161.29,197.67,42.08,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-07,SKU_1L,Personal,1.0,Botella,172,743,545,571,180,2.0,0.0,0.0,212.63,2429,192787,103,28.2,32.9,77.4,0.0,True,7,4,2,True,False,False,False,Intermedia,158,239,151.71,58.5,95.41,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-08,SKU_1L,Personal,1.0,Botella,194,1154,583,960,180,2.0,0.0,0.0,148.57,2242,160752,65,27.8,30.8,74.3,1.1,True,1,4,2,False,False,False,False,Intermedia,172,179,153.86,212.63,197.67,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-09,SKU_1L,Personal,1.0,Botella,130,960,0,830,180,2.0,0.0,0.0,204.56,2291,126665,81,25.2,28.8,78.9,0.0,True,2,4,2,False,False,False,False,Intermedia,194,110,156.71,148.57,58.5,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-10,SKU_1L,Personal,1.0,Botella,165,830,0,665,180,2.0,0.0,0.0,224.91,2038,118232,86,27.8,31.3,71.1,0.0,True,3,4,2,False,False,False,False,Intermedia,130,117,163.57,204.56,212.63,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-11,SKU_1L,Personal,1.0,Botella,202,665,0,463,180,2.0,0.0,0.0,292.15,3085,203997,128,26.6,29.8,75.0,0.0,True,4,4,2,False,False,False,False,Intermedia,165,166,168.71,224.91,148.57,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-12,SKU_1L,Personal,1.0,Botella,142,463,0,321,180,2.0,0.0,0.0,187.78,1995,138888,83,25.0,29.1,72.9,0.0,True,5,4,2,False,False,False,False,Intermedia,202,160,166.14,292.15,204.56,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-13,SKU_1L,Personal,1.0,Botella,173,321,0,148,180,2.0,0.0,0.0,186.76,2058,151127,71,25.8,29.1,74.5,0.0,True,6,4,2,True,False,False,False,Intermedia,142,158,168.29,187.78,224.91,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-14,SKU_1L,Personal,1.0,Botella,180,462,314,282,180,2.0,0.0,0.0,228.87,2405,131613,95,25.9,28.9,74.5,0.0,True,7,4,2,True,False,False,False,Intermedia,173,172,169.43,186.76,292.15,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-15,SKU_1L,Personal,1.0,Botella,185,282,0,97,180,2.0,0.0,0.0,221.93,2718,177177,110,26.0,28.7,70.1,0.0,True,1,4,2,False,False,True,False,Intermedia,180,194,168.14,228.87,187.78,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-16,SKU_1L,Personal,1.0,Botella,168,667,570,499,180,2.0,0.0,0.0,289.83,2966,169200,82,26.2,30.0,67.4,2.4,True,2,4,2,False,False,False,False,Intermedia,185,130,173.57,221.93,186.76,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-17,SKU_1L,Personal,1.0,Botella,172,499,0,327,180,2.0,0.0,0.0,111.38,1223,78852,46,26.1,30.8,73.1,0.0,True,3,4,2,False,False,False,False,Intermedia,168,165,174.57,289.83,228.87,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-18,SKU_1L,Personal,1.0,Botella,149,327,0,178,180,2.0,0.0,0.0,138.45,1366,73810,50,27.4,31.7,68.7,0.0,True,4,4,2,False,False,False,False,Intermedia,172,202,167.0,111.38,221.93,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-19,SKU_1L,Personal,1.0,Botella,108,579,401,471,180,2.0,0.0,0.0,0.0,0,0,0,26.5,30.5,62.8,0.0,True,5,4,2,False,False,False,False,Intermedia,149,142,162.14,138.45,289.83,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-20,SKU_1L,Personal,1.0,Botella,168,471,0,303,180,2.0,0.0,0.0,0.0,0,0,0,27.4,32.1,67.2,0.0,True,6,4,2,True,False,False,False,Intermedia,108,173,161.43,0.0,111.38,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-21,SKU_1L,Personal,1.0,Botella,197,303,0,106,180,2.0,0.0,0.0,0.0,0,0,0,26.6,30.4,68.0,0.0,True,7,4,2,True,False,False,False,Intermedia,168,180,163.86,0.0,138.45,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-22,SKU_1L,Personal,1.0,Botella,140,607,501,467,180,2.0,0.0,0.0,0.0,0,0,0,26.5,29.9,71.7,0.0,True,1,4,2,False,False,False,False,Intermedia,197,185,157.43,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-23,SKU_1L,Personal,1.0,Botella,164,467,0,303,180,2.0,0.0,0.0,0.0,0,0,0,28.0,32.5,74.1,0.0,True,2,4,2,False,False,False,False,Intermedia,140,168,156.86,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-24,SKU_1L,Personal,1.0,Botella,150,303,0,153,180,2.0,0.0,0.0,0.0,0,0,0,28.6,33.0,74.1,0.0,True,3,4,2,False,False,False,False,Intermedia,164,172,153.71,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-25,SKU_1L,Personal,1.0,Botella,128,539,386,411,180,2.0,0.0,0.0,0.0,0,0,0,26.0,30.1,66.9,0.0,True,4,4,2,False,False,False,False,Intermedia,150,149,150.71,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-26,SKU_1L,Personal,1.0,Botella,142,411,0,269,180,2.0,0.0,0.0,0.0,0,0,0,26.7,29.8,72.3,0.0,True,5,4,2,False,False,False,False,Intermedia,128,108,155.57,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-27,SKU_1L,Personal,1.0,Botella,200,269,0,69,180,2.0,0.0,0.0,0.0,0,0,0,26.2,29.1,70.3,0.0,True,6,4,2,True,False,False,False,Intermedia,142,168,160.14,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-28,SKU_1L,Personal,1.0,Botella,146,507,438,361,180,2.0,0.0,0.0,0.0,0,0,0,24.7,29.6,76.3,0.0,True,7,4,2,True,False,False,False,Intermedia,200,197,152.86,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-29,SKU_1L,Personal,1.0,Botella,140,361,0,221,180,2.0,0.0,0.0,0.0,0,0,0,26.2,29.1,75.3,0.0,True,1,4,2,False,False,False,False,Intermedia,146,140,152.86,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-04-30,SKU_1L,Personal,1.0,Botella,210,221,0,11,180,2.0,0.0,0.0,0.0,0,0,0,28.3,31.5,76.8,0.0,True,2,4,2,False,False,True,True,Intermedia,140,164,159.43,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-01,SKU_1L,Personal,1.0,Botella,149,283,272,134,180,2.0,0.0,0.0,148.07,2151,158986,54,26.0,29.8,65.2,0.0,True,3,5,2,False,True,False,False,Intermedia,210,150,159.29,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-02,SKU_1L,Personal,1.0,Botella,135,577,443,442,180,2.0,0.0,0.0,227.25,2542,167838,71,25.4,29.3,76.1,0.0,True,4,5,2,False,False,False,False,Intermedia,149,128,160.29,148.07,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-03,SKU_1L,Personal,1.0,Botella,173,442,0,269,180,2.0,0.0,0.0,249.17,2526,148615,59,26.1,29.4,72.5,0.0,True,5,5,2,False,False,False,False,Intermedia,135,142,164.71,227.25,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-04,SKU_1L,Personal,1.0,Botella,207,269,0,62,180,2.0,0.0,0.0,237.93,2733,152671,111,26.1,30.3,75.4,0.0,True,6,5,2,True,False,False,False,Intermedia,173,200,165.71,249.17,148.07,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-05,SKU_1L,Personal,1.0,Botella,163,438,376,275,180,2.0,0.0,0.0,221.4,2797,210914,95,24.6,27.9,70.5,0.0,False,7,5,2,True,False,False,False,Intermedia,207,146,168.14,237.93,227.25,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-06,SKU_1L,Personal,1.0,Botella,178,275,0,97,180,2.0,0.0,0.0,151.94,2078,166260,96,26.7,29.6,72.2,0.0,True,1,5,2,False,False,False,False,Intermedia,163,140,173.57,221.4,249.17,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-07,SKU_1L,Personal,1.0,Botella,203,646,549,443,180,2.0,0.0,0.0,114.69,745,30150,37,27.4,30.3,72.1,0.0,True,2,5,2,False,False,False,False,Intermedia,178,210,172.57,151.94,237.93,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-08,SKU_1L,Personal,1.0,Botella,163,953,510,790,180,2.0,0.0,0.0,154.76,1431,82799,30,26.2,30.8,70.9,0.0,True,3,5,2,False,False,False,False,Intermedia,203,149,174.57,114.69,221.4,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-09,SKU_1L,Personal,1.0,Botella,172,790,0,618,180,2.0,0.0,0.0,291.71,3002,208675,76,27.2,30.6,70.1,0.0,True,4,5,2,False,False,False,False,Intermedia,163,135,179.86,154.76,151.94,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-10,SKU_1L,Personal,1.0,Botella,151,618,0,467,180,2.0,0.0,0.0,221.26,2476,180192,115,25.9,29.2,63.6,0.0,True,5,5,2,False,False,False,False,Intermedia,172,173,176.71,291.71,114.69,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-11,SKU_1L,Personal,1.0,Botella,166,467,0,301,180,2.0,0.0,0.0,150.79,1651,140026,62,26.7,30.1,70.9,0.0,True,6,5,2,True,False,False,False,Intermedia,151,207,170.86,221.26,154.76,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-12,SKU_1L,Personal,1.0,Botella,194,301,0,107,180,2.0,0.0,0.0,273.24,2923,163425,111,25.7,30.5,73.8,0.0,True,7,5,2,True,False,False,False,Intermedia,166,163,175.29,150.79,291.71,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-13,SKU_1L,Personal,1.0,Botella,126,522,415,396,180,2.0,0.0,0.0,284.22,2866,151742,132,26.6,30.7,70.2,0.0,True,1,5,2,False,False,False,False,Intermedia,194,178,167.86,273.24,221.26,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-14,SKU_1L,Personal,1.0,Botella,172,396,0,224,180,2.0,0.0,0.0,230.99,2187,124315,93,25.9,29.2,74.1,0.0,True,2,5,2,False,False,False,False,Intermedia,126,203,163.43,284.22,150.79,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-15,SKU_1L,Personal,1.0,Botella,188,711,487,523,180,2.0,0.0,0.0,191.76,1667,99031,70,26.3,30.8,70.2,0.0,True,3,5,2,False,False,True,False,Intermedia,172,163,167.0,230.99,273.24,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-16,SKU_1L,Personal,1.0,Botella,185,523,0,338,180,2.0,0.0,0.0,41.27,586,39901,19,27.3,30.2,69.5,0.0,True,4,5,2,False,False,False,False,Intermedia,188,172,168.86,191.76,284.22,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-17,SKU_1L,Personal,1.0,Botella,135,338,0,203,180,2.0,0.0,0.0,150.97,1363,84932,43,26.9,31.2,77.0,0.0,True,5,5,2,False,False,False,False,Intermedia,185,151,166.57,41.27,230.99,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-18,SKU_1L,Personal,1.0,Botella,186,651,448,465,180,2.0,0.0,0.0,174.56,1512,139142,62,25.3,30.1,70.9,0.0,True,6,5,2,True,False,False,False,Intermedia,135,166,169.43,150.97,191.76,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-19,SKU_1L,Personal,1.0,Botella,165,465,0,300,180,2.0,0.0,0.0,65.18,368,15570,11,26.7,29.6,71.6,0.0,True,7,5,2,True,False,False,False,Intermedia,186,194,165.29,174.56,41.27,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-20,SKU_1L,Personal,1.0,Botella,141,300,0,159,180,2.0,0.0,0.0,73.43,526,18142,22,25.9,30.6,72.6,0.0,True,1,5,2,False,False,False,False,Intermedia,165,126,167.43,65.18,150.97,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-21,SKU_1L,Personal,1.0,Botella,145,542,383,397,180,2.0,0.0,0.0,0.0,0,0,0,26.5,30.7,72.9,0.0,True,2,5,2,False,False,False,False,Intermedia,141,172,163.57,73.43,174.56,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-22,SKU_1L,Personal,1.0,Botella,179,397,0,218,180,2.0,0.0,0.0,70.17,513,18931,9,25.0,29.3,80.9,0.0,True,3,5,2,False,False,False,False,Intermedia,145,188,162.29,0.0,65.18,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-23,SKU_1L,Personal,1.0,Botella,169,218,0,49,180,2.0,0.0,0.0,75.25,508,16290,22,25.2,30.2,72.6,0.0,True,4,5,2,False,False,False,False,Intermedia,179,185,160.0,70.17,73.43,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-24,SKU_1L,Personal,1.0,Botella,178,508,459,330,180,2.0,0.0,0.0,86.41,606,21369,27,28.0,31.5,72.7,0.0,True,5,5,2,False,False,False,False,Intermedia,169,135,166.14,75.25,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-25,SKU_1L,Personal,1.0,Botella,154,330,0,176,180,2.0,0.0,0.0,107.16,598,18076,26,25.1,28.9,66.6,0.0,True,6,5,2,True,False,False,False,Intermedia,178,186,161.57,86.41,70.17,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-26,SKU_1L,Personal,1.0,Botella,178,591,415,413,180,2.0,0.0,0.0,85.41,594,17967,22,26.9,30.5,68.3,0.0,True,7,5,2,True,False,False,False,Intermedia,154,165,163.43,107.16,75.25,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-27,SKU_1L,Personal,1.0,Botella,172,413,0,241,180,2.0,0.0,0.0,83.78,458,17756,19,25.6,29.4,71.7,0.0,True,1,5,2,False,False,False,False,Intermedia,178,141,167.86,85.41,86.41,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-28,SKU_1L,Personal,1.0,Botella,136,241,0,105,180,2.0,0.0,0.0,0.0,0,0,0,26.6,30.7,64.5,0.0,True,2,5,2,False,False,False,False,Intermedia,172,145,166.57,83.78,107.16,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-29,SKU_1L,Personal,1.0,Botella,173,707,602,534,180,2.0,0.0,0.0,0.0,0,0,0,25.5,28.2,68.4,0.0,True,3,5,2,False,False,False,False,Intermedia,136,179,165.71,0.0,85.41,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-30,SKU_1L,Personal,1.0,Botella,122,534,0,412,180,2.0,0.0,0.0,0.0,0,0,0,25.1,29.5,73.8,0.0,True,4,5,2,False,False,True,False,Intermedia,173,169,159.0,0.0,83.78,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-05-31,SKU_1L,Personal,1.0,Botella,148,412,0,264,180,2.0,0.0,0.0,0.0,0,0,0,25.2,27.7,71.0,0.0,False,5,5,2,False,False,True,True,Intermedia,122,178,154.71,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-01,SKU_1L,Personal,1.0,Botella,183,696,432,513,180,2.0,0.0,0.0,0.0,0,0,0,26.7,30.3,61.2,0.0,True,6,6,2,True,False,False,False,Invierno,148,154,158.86,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-02,SKU_1L,Personal,1.0,Botella,111,513,0,402,180,2.0,0.0,0.0,96.51,1243,79367,47,25.2,29.9,71.6,0.0,True,7,6,2,True,False,False,False,Invierno,183,178,149.29,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-03,SKU_1L,Personal,1.0,Botella,145,402,0,257,180,2.0,0.0,0.0,132.12,1652,120055,51,26.1,29.6,67.0,0.0,True,1,6,2,False,False,False,False,Invierno,111,172,145.43,96.51,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-04,SKU_1L,Personal,1.0,Botella,134,257,0,123,180,2.0,0.0,0.0,119.73,1593,101545,70,26.1,28.7,77.4,0.0,True,2,6,2,False,False,False,False,Invierno,145,136,145.14,132.12,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-05,SKU_1L,Personal,1.0,Botella,114,695,572,581,180,2.0,0.0,0.0,187.45,2392,130096,75,25.4,28.4,72.4,0.0,True,3,6,2,False,False,False,False,Invierno,134,173,136.71,119.73,96.51,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-06,SKU_1L,Personal,1.0,Botella,137,581,0,444,180,2.0,0.0,0.0,77.5,959,48741,23,25.1,29.4,71.7,0.0,True,4,6,2,False,False,False,False,Invierno,114,122,138.86,187.45,132.12,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-07,SKU_1L,Personal,1.0,Botella,89,444,0,355,180,2.0,0.0,0.0,195.17,1912,110926,47,26.5,29.6,67.9,0.0,True,5,6,2,False,False,False,False,Invierno,137,148,130.43,77.5,119.73,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-08,SKU_1L,Personal,1.0,Botella,148,795,440,647,180,2.0,0.0,0.0,190.32,2331,161893,97,25.4,29.0,67.9,0.0,True,6,6,2,True,False,False,False,Invierno,89,183,125.43,195.17,187.45,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-09,SKU_1L,Personal,1.0,Botella,94,647,0,553,180,2.0,0.0,0.0,167.4,1963,138964,82,24.1,27.6,70.8,0.0,False,7,6,2,True,False,False,False,Invierno,148,111,123.0,190.32,77.5,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-10,SKU_1L,Personal,1.0,Botella,103,553,0,450,180,2.0,0.0,0.0,150.97,1624,84112,46,24.0,27.9,81.2,0.0,False,1,6,2,False,False,False,False,Invierno,94,145,117.0,167.4,195.17,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-11,SKU_1L,Personal,1.0,Botella,142,450,0,308,180,2.0,0.0,0.0,229.58,2875,150994,81,25.8,30.3,72.5,0.9,True,2,6,2,False,False,False,False,Invierno,103,134,118.14,150.97,190.32,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-12,SKU_1L,Personal,1.0,Botella,149,308,0,159,180,2.0,0.0,0.0,211.19,2774,214013,94,26.6,29.8,74.5,0.0,True,3,6,2,False,False,False,False,Invierno,142,114,123.14,229.58,167.4,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-13,SKU_1L,Personal,1.0,Botella,105,594,435,489,180,2.0,0.0,0.0,99.12,1189,101324,22,24.9,27.8,74.8,2.8,False,4,6,2,False,False,False,False,Invierno,149,137,118.57,211.19,150.97,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-14,SKU_1L,Personal,1.0,Botella,101,489,0,388,180,2.0,0.0,0.0,95.81,1088,57793,51,24.9,28.1,69.4,0.0,True,5,6,2,False,False,False,False,Invierno,105,89,120.29,99.12,229.58,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-15,SKU_1L,Personal,1.0,Botella,118,863,475,745,180,2.0,0.0,0.0,152.14,1638,140386,75,24.3,26.9,76.0,0.0,False,6,6,2,True,False,True,False,Invierno,101,148,116.0,95.81,211.19,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-16,SKU_1L,Personal,1.0,Botella,151,745,0,594,180,2.0,0.0,0.0,163.01,1587,96452,47,24.9,28.9,77.4,0.0,True,7,6,2,True,False,False,False,Invierno,118,94,124.14,152.14,99.12,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-17,SKU_1L,Personal,1.0,Botella,79,594,0,515,180,2.0,0.0,0.0,149.78,2146,176003,74,24.5,27.9,77.0,0.0,False,1,6,2,False,False,False,False,Invierno,151,103,120.71,163.01,95.81,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-18,SKU_1L,Personal,1.0,Botella,131,515,0,384,180,2.0,0.0,0.0,92.62,1258,85810,19,24.9,27.6,70.5,0.0,False,2,6,2,False,False,False,False,Invierno,79,142,119.14,149.78,152.14,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-19,SKU_1L,Personal,1.0,Botella,105,384,0,279,180,2.0,0.0,0.0,116.77,1162,60637,32,23.2,26.6,71.7,0.0,False,3,6,2,False,False,False,False,Invierno,131,149,112.86,92.62,163.01,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-20,SKU_1L,Personal,1.0,Botella,80,279,0,199,180,2.0,0.0,0.0,106.78,1080,51584,32,23.6,27.8,85.1,0.0,False,4,6,2,False,False,False,False,Invierno,105,105,109.29,116.77,149.78,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-21,SKU_1L,Personal,1.0,Botella,98,676,477,578,180,2.0,0.0,0.0,106.15,1157,46394,25,24.8,27.4,67.4,0.0,False,5,6,2,False,False,False,False,Invierno,80,101,108.86,106.78,92.62,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-22,SKU_1L,Personal,1.0,Botella,112,578,0,466,180,2.0,0.0,0.0,114.71,1270,71411,50,25.2,27.9,70.3,0.0,False,6,6,2,True,False,False,False,Invierno,98,118,108.0,106.15,116.77,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-23,SKU_1L,Personal,1.0,Botella,139,466,0,327,180,2.0,0.0,0.0,119.02,1258,78742,42,25.8,29.3,72.4,0.0,True,7,6,2,True,False,False,False,Invierno,112,151,106.29,114.71,106.78,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-24,SKU_1L,Personal,1.0,Botella,109,327,0,218,180,2.0,0.0,0.0,108.02,1178,52667,48,24.6,27.8,77.5,0.0,False,1,6,2,False,False,False,False,Invierno,139,79,110.57,119.02,106.15,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-25,SKU_1L,Personal,1.0,Botella,70,218,0,148,180,2.0,0.0,0.0,117.98,1247,50954,45,23.0,26.8,74.2,0.0,False,2,6,2,False,False,False,False,Invierno,109,131,101.86,108.02,114.71,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-26,SKU_1L,Personal,1.0,Botella,117,643,495,526,180,2.0,0.0,0.0,97.14,1144,57445,29,24.4,28.6,78.2,0.0,True,3,6,2,False,False,False,False,Invierno,70,105,103.57,117.98,119.02,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-06-27,SKU_1L,Personal,1.0,Botella,98,526,0,428,180,2.0,0.0,0.0,88.07,932,60328,36,22.7,27.6,75.2,2.1,False,4,6,2,False,False,False,False,Invierno,117,80,106.14,97.14,108.02,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
